,S288c_R64-1-1.fasta,saccharomyces_arboricola.fasta,saccharomyces_eubayanus.fasta,saccharomyces_kudriavzevii.fasta,saccharomyces_mikatae.fasta,saccharomyces_paradoxus.fasta,saccharomyces_uvarum.fasta
snap_masked-Smik_12-processed-gene-8.214-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_12-processed-gene-8.215-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_12-processed-gene-8.70-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_12-processed-gene-8.264-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_12-processed-gene-8.267-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-0.76-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-0.92-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-1.106-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-1.110-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-1.119-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-2.36-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_13-snap-gene-2.103-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-2.20-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-2.21-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_13-processed-gene-2.77-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-3.109-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_13-processed-gene-3.90-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-4.100-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-4.122-mRNA-1_1,0,0,0,1,1,0,0
snap_masked-Smik_13-processed-gene-5.102-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-5.98-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-5.117-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_13-snap-gene-5.91-mRNA-1_1,0,0,0,0,1,1,0
snap_masked-Smik_13-processed-gene-5.145-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-6.29-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-6.43-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-7.0-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-7.53-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-7.72-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-7.46-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_13-processed-gene-7.47-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-0.93-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-0.128-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-0.100-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-0.135-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-0.136-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-2.19-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_14-augustus-gene-2.141-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_14-processed-gene-2.107-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-3.131-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-3.143-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-3.119-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-4.46-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-4.33-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-4.50-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-4.51-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-5.105-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-6.158-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_14-processed-gene-6.161-mRNA-1_1,0,0,0,0,1,0,0
YGL056C,1,1,1,1,1,1,1
YGL057C,1,0,0,0,0,0,0
YGL058W,1,0,1,0,1,0,1
YGL059W,1,0,0,0,1,0,1
YGL060W,1,0,0,0,1,0,0
YGL061C,1,1,1,1,1,1,1
YGL062W,2,2,2,2,2,2,2
YGL063C-A,1,0,0,0,0,0,0
YGL063W,1,1,0,1,1,0,0
YGL064C,1,1,1,1,1,1,1
YGL065C,1,0,0,0,0,0,1
YGL066W,1,1,1,1,1,1,1
YGL067W,1,0,1,1,1,1,0
YGL068W,1,1,1,1,1,1,1
YGL069C,1,0,0,0,0,0,0
YGL070C,1,1,0,1,1,1,1
YGL071W,1,1,1,1,1,1,1
YGL072C,1,0,0,0,0,0,0
YGL073W,1,1,1,1,1,1,1
YGL074C,1,0,0,0,0,0,0
YGL075C,1,0,0,0,1,1,0
YGL077C,1,1,1,1,1,0,1
YGL078C,1,1,1,1,1,0,0
YGL079W,1,1,1,1,1,1,1
YGL080W,1,0,0,1,0,0,1
YGL081W,1,0,0,0,0,0,0
YGL082W,1,0,1,1,1,0,1
YGL083W,1,0,1,1,1,1,1
YGL084C,1,1,1,1,1,1,1
YGL085W,1,0,0,0,0,1,0
YGL086W,1,1,1,1,1,1,1
YGL087C,1,1,1,1,1,1,1
YGL088W,1,0,0,0,0,0,0
YGL089C,1,0,0,1,1,1,0
YGL090W,1,0,0,0,1,1,0
YGL091C,1,1,1,1,1,1,1
YGL092W,1,0,0,1,1,1,0
YGL093W,1,0,0,0,0,0,0
YGL094C,1,1,1,1,1,1,1
YGL095C,1,1,1,1,1,1,1
YGL096W,1,0,0,0,1,1,0
YGL097W,1,1,1,1,1,1,1
YGL098W,1,1,1,1,1,1,1
YGL099W,1,1,1,1,1,0,1
YGL100W,1,0,0,0,1,0,0
YIL076W,1,1,1,1,1,1,1
YIL077C,1,1,1,1,1,1,1
YIL078W,1,1,1,1,1,1,1
YIL079C,1,0,0,0,0,0,0
YIL082W,2,0,0,0,0,0,0
YIL082W-A,3,0,0,0,0,0,0
YIL083C,1,1,0,1,0,0,1
YIL084C,1,1,0,0,0,0,1
YIL085C,1,1,1,1,0,0,1
YIL086C,1,0,0,0,0,0,0
YIL087C,1,0,1,0,1,1,1
YIL088C,1,1,1,1,1,1,1
YIL089W,1,0,0,0,0,0,0
YIL090W,1,1,1,1,1,1,1
YIL091C,1,1,1,1,1,1,1
YIL092W,1,0,0,0,0,0,0
YIL093C,1,1,0,1,1,1,1
YIL094C,1,1,1,1,1,1,1
YIL095W,1,1,1,1,1,1,1
YIL096C,1,1,1,1,1,1,1
YIL097W,1,1,1,1,1,1,1
YIL098C,1,1,1,1,1,1,1
YIL099W,1,1,1,1,1,1,1
YIL100C-A,1,0,0,0,0,0,0
YIL100W,1,0,0,0,0,0,0
YIL101C,1,1,1,1,1,1,1
YIL102C,1,0,0,0,0,1,0
YIL102C-A,1,0,0,0,0,0,1
YIL103W,1,1,1,1,1,1,1
YIL104C,1,1,1,1,1,1,1
YIL105C,1,1,1,1,1,1,1
YIL105W-A,1,0,0,0,0,0,0
YIL106W,1,1,1,1,1,1,1
YIL107C,1,1,1,1,1,1,1
YIL108W,1,1,1,1,1,1,1
YIL109C,1,1,1,1,1,1,1
YIL110W,1,1,0,0,1,1,0
YIL111W,1,0,0,0,0,0,0
YIL112W,1,1,1,1,1,1,1
YIL113W,1,1,0,0,0,0,0
YIL114C,1,1,1,1,1,1,1
YIL115C,1,0,0,0,0,1,0
YIL115W-A,1,0,0,0,0,0,0
YIL116W,1,1,1,1,1,1,1
YIL117C,1,0,0,1,1,1,0
YIL118W,1,1,1,1,1,1,1
YIL119C,1,1,1,1,1,1,1
YIL120W,1,0,0,0,0,0,0
YIL121W,1,0,0,1,1,1,0
YIL122W,1,1,1,1,1,1,1
YIL123W,1,1,1,1,1,1,1
YIL124W,1,1,1,1,1,1,1
YIL125W,1,1,1,1,1,1,1
YIL126W,1,1,1,1,1,1,1
YIL127C,1,1,1,1,1,1,1
YDR220C,1,0,0,0,0,0,0
YDR221W,1,0,0,0,1,1,0
YDR222W,1,1,1,0,1,1,1
YDR223W,1,0,0,0,0,1,0
YDR224C,2,2,2,2,2,2,2
YDR225W,2,2,2,2,2,2,2
YDR226W,1,1,1,1,1,1,1
YDR227W,1,0,0,0,0,0,0
YDR228C,1,1,1,1,1,1,1
YDR229W,1,1,1,1,1,1,1
YDR230W,1,0,0,0,0,0,0
YDR231C,1,1,1,1,1,1,1
YDR232W,1,1,1,1,1,1,1
YDR233C,1,1,1,1,1,1,1
YDR234W,1,1,1,1,1,1,1
YDR235W,1,1,1,0,0,1,1
YDR236C,1,1,1,1,1,1,1
YDR237W,1,1,1,1,1,1,1
YDR238C,1,1,1,1,1,0,0
YDR239C,1,0,0,0,1,0,0
YDR240C,1,0,1,0,1,0,0
YDR241W,1,0,0,0,0,0,0
YDR242W,1,1,1,1,1,1,1
YDR243C,1,1,1,1,1,1,1
YDR244W,1,1,1,1,1,1,1
YDR245W,1,1,1,1,1,1,1
YDR246W,1,0,0,1,0,0,0
YDR246W-A,1,0,0,0,0,0,0
YHR129C,1,0,1,1,1,1,1
YHR130C,1,0,0,0,0,0,0
YHR131C,1,1,0,1,1,1,0
YHR131W-A,1,0,0,0,0,0,0
YHR132C,1,1,1,1,1,1,1
YHR132W-A,1,1,1,1,1,1,1
YHR133C,1,1,1,1,1,1,1
YHR134W,1,1,1,1,1,1,1
YHR135C,2,1,1,1,1,1,1
YHR136C,1,0,1,0,0,1,1
YHR137C-A,1,0,0,0,0,0,0
YHR137W,1,1,1,1,1,1,1
YHR138C,1,1,1,1,1,1,1
YHR139C,1,1,1,1,1,1,1
YHR139C-A,1,0,0,0,0,0,0
YHR140W,1,1,1,1,1,1,1
YHR142W,1,1,1,1,1,1,1
YHR143W-A,1,1,1,1,1,1,1
YHR144C,1,1,1,1,1,1,1
YHR145C,1,0,0,0,0,0,0
YHR146W,1,0,0,0,1,1,0
YHR147C,1,1,1,1,1,1,1
YHR148W,1,1,1,1,1,1,1
YHR149C,1,0,0,1,1,1,0
YHR150W,1,1,1,1,1,1,1
YHR151C,1,1,1,1,1,1,1
YHR152W,1,1,1,1,1,1,1
YHR153C,1,1,0,0,1,1,0
YHR154W,1,0,0,1,1,1,0
YHR155W,1,1,1,1,1,1,1
YHR156C,1,0,0,0,0,1,0
YHR157W,1,0,0,0,1,1,0
YHR158C,1,1,1,1,1,1,1
YHR159W,1,0,0,0,1,1,0
YHR160C,1,0,0,0,0,0,0
YHR161C,1,1,1,1,1,1,1
YHR162W,2,1,1,2,1,1,2
YHR163W,1,1,1,1,1,1,1
YHR164C,1,1,1,1,1,1,1
YHR165C,1,1,1,1,1,1,1
YHR165W-A,1,0,0,0,0,0,0
YHR166C,1,0,0,1,1,0,0
YHR167W,1,0,0,0,0,0,1
YHR168W,1,0,0,0,0,0,0
YHR169W,1,0,0,0,0,0,0
YHR170W,1,0,0,0,1,0,1
YHR171W,1,1,1,0,1,0,1
YHR172W,1,1,1,1,1,1,1
YHR173C,1,1,0,0,0,0,0
YHR174W,2,2,2,2,2,2,1
YHR175W,1,0,0,1,0,1,0
YHR175W-A,1,0,0,0,0,0,0
YHR176W,1,1,1,1,1,1,1
YHR177W,1,0,0,0,0,1,0
YHR178W,1,1,1,1,1,1,1
YHR180C-B,1,0,0,0,0,0,0
YHR180W,1,0,0,0,0,1,0
YHR180W-A,1,0,0,0,0,0,0
YHR181W,1,0,1,0,0,1,1
YHR182C-A,1,0,0,0,0,0,0
YHR182W,1,0,0,0,1,1,0
YHR183W,2,1,2,1,1,2,2
YHR184W,1,1,1,1,1,1,1
YHR185C,1,1,1,1,1,1,1
YHR186C,1,1,1,1,1,1,1
YHR187W,1,1,1,1,1,1,1
YHR188C,1,1,1,1,1,1,1
YHR189W,1,0,1,0,0,1,0
YHR190W,1,1,1,1,1,1,1
YHR191C,1,1,1,1,1,1,1
YHR192W,1,1,1,1,1,1,1
YHR193C,1,1,1,1,1,1,1
YOR298C-A,1,1,1,1,1,1,1
YOR298W,1,1,1,1,1,1,1
YOR299W,1,1,1,1,1,1,1
YOR300W,1,0,0,0,0,0,0
YOR301W,1,1,0,1,1,0,1
YOR302W,1,0,0,0,0,0,0
YOR303W,1,1,1,1,0,1,1
YOR304C-A,1,1,1,1,1,1,1
YOR304W,1,1,1,1,1,1,1
YOR305W,1,1,1,1,1,1,1
YOR306C,1,1,1,1,1,1,1
YOR307C,1,1,1,1,1,1,1
YOR308C,1,0,0,0,0,1,0
YOR309C,1,0,0,0,0,0,0
YOR310C,1,1,1,1,1,1,1
YOR311C,1,1,1,1,1,1,1
YOR312C,2,1,2,1,1,2,2
YOR313C,1,1,1,1,1,1,1
YOR314W,1,0,0,0,0,0,0
YOR314W-A,1,0,0,0,0,0,0
YOR315W,1,1,1,1,1,1,1
YOR316C,1,1,1,1,1,1,1
YOR316C-A,1,0,0,0,0,0,0
YOR317W,1,1,1,1,1,1,1
YOR318C,1,0,0,0,0,0,0
YOR319W,1,1,1,1,1,1,1
YOR320C,1,1,1,1,1,1,1
YOR321W,1,1,1,1,1,1,1
YOR322C,1,1,1,1,1,1,1
YOR323C,1,0,1,0,1,1,1
YOR324C,1,1,1,1,1,1,1
YOR325W,1,0,0,0,0,0,0
YOR326W,1,1,1,1,1,1,1
YOR327C,2,2,2,2,2,2,2
YOR328W,1,1,1,1,1,1,1
YOR329C,1,1,1,0,1,1,1
YOR329W-A,1,0,0,0,0,0,0
YOR330C,1,1,1,1,1,1,1
YOR331C,1,0,0,0,0,0,0
YOR332W,1,0,1,0,1,0,1
YOR333C,1,1,1,0,1,0,0
YOR334W,1,1,1,1,1,1,1
YOR335C,1,1,1,1,1,1,1
YOR335W-A,1,0,0,0,0,0,0
YOR336W,1,1,1,1,1,1,1
YOR337W,1,1,1,1,1,1,1
YOR338W,1,0,0,1,0,1,0
genemark-Skud_13-processed-gene-3.94-mRNA-1_1,0,1,0,1,1,0,0
snap_masked-Skud_13-processed-gene-3.25-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-3.26-mRNA-1_1,0,0,0,1,1,0,0
snap_masked-Skud_13-processed-gene-4.8-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_13-processed-gene-4.115-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-4.16-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_13-processed-gene-5.18-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_13-processed-gene-5.40-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_13-processed-gene-5.41-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_13-processed-gene-6.59-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-6.42-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-6.43-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-6.48-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_13-processed-gene-7.142-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_13-snap-gene-7.266-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_13-processed-gene-7.36-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_13-processed-gene-7.261-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-0.59-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-0.100-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_14-snap-gene-0.124-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-0.0-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_14-snap-gene-0.125-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_14-snap-gene-0.126-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-0.2-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-0.83-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-0.107-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-2.37-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-2.48-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-2.127-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-2.108-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-2.109-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.118-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.115-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.120-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.142-mRNA-1_1,0,1,0,1,0,0,0
snap_masked-Skud_14-processed-gene-3.46-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.151-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-3.133-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-4.92-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-4.15-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_14-processed-gene-6.165-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-6.94-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-6.34-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-6.36-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-6.129-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_14-processed-gene-6.38-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_14-processed-gene-6.133-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-0.76-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-0.7-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-0.9-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-0.10-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_15-processed-gene-0.136-mRNA-1_1,0,0,0,1,1,0,0
genemark-Skud_15-processed-gene-0.139-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_15-processed-gene-0.140-mRNA-1_1,0,1,0,1,0,0,1
maker-Skud_15-snap-gene-1.3-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-1.28-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-1.29-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-1.30-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-2.14-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-2.133-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-2.123-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-2.124-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_15-processed-gene-2.78-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-2.30-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-3.5-mRNA-1_1,0,0,0,1,1,0,0
snap_masked-Skud_15-processed-gene-4.4-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-4.53-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-4.19-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-4.48-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-4.74-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-5.123-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-5.32-mRNA-1_1,0,0,1,1,0,0,1
snap_masked-Skud_15-processed-gene-5.106-mRNA-1_1,0,0,0,1,0,0,0
maker-Skud_15-snap-gene-6.0-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-6.109-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-7.50-mRNA-1_1,0,0,0,1,0,0,0
genemark-Skud_15-processed-gene-7.92-mRNA-1_1,0,1,1,1,0,0,1
genemark-Skud_15-processed-gene-7.106-mRNA-1_1,0,1,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-8.8-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-8.26-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-8.94-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-8.98-mRNA-1_1,0,0,0,1,0,0,0
snap_masked-Skud_15-processed-gene-9.11-mRNA-1_1,0,0,0,1,0,0,0
augustus_masked-Skud_15-processed-gene-9.111-mRNA-1_1,0,0,0,1,0,0,0
maker-Smik_2-snap-gene-6.90-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.273-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.233-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.234-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_2-processed-gene-6.130-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.289-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_2-processed-gene-6.259-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_3-augustus-gene-0.84-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_3-processed-gene-0.110-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_3-processed-gene-0.118-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_3-processed-gene-0.126-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_3-snap-gene-1.54-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_3-processed-gene-1.106-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_3-processed-gene-1.86-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_3-processed-gene-2.152-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_3-processed-gene-2.72-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_3-processed-gene-2.139-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_3-augustus-gene-2.108-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-1.125-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-2.132-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-2.136-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-2.162-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-3.119-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-4.22-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-4.38-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-5.127-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-5.129-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-6.80-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-6.85-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-6.93-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-6.56-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-6.116-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-7.6-mRNA-1_1,0,0,0,0,1,0,0
genemark-Smik_4-processed-gene-8.101-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-8.16-mRNA-1_1,0,0,0,1,1,0,0
snap_masked-Smik_4-processed-gene-8.39-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-8.25-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-8.28-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-8.31-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-9.38-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-10.82-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-11.77-mRNA-1_1,0,0,0,0,0,0,0
snap_masked-Smik_4-processed-gene-11.33-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-11.34-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-12.14-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-12.19-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-12.44-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-12.45-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-12.51-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-13.146-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-13.149-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-13.155-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-13.18-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-13.166-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_4-processed-gene-13.215-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_4-processed-gene-13.26-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_5-processed-gene-0.57-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-0.93-mRNA-1_1,0,0,0,0,1,0,0
maker-Smik_5-snap-gene-0.1-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-0.104-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-0.115-mRNA-1_1,0,0,0,0,1,0,0
augustus_masked-Smik_5-processed-gene-1.24-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-1.120-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-1.124-mRNA-1_1,0,0,0,0,1,0,0
snap_masked-Smik_5-processed-gene-1.125-mRNA-1_1,0,0,0,0,1,0,0
